"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28943","Validar el Happy path del login","","Fri Aug 15 17:20:27 CST 2025","passed","Fri Aug 15 17:20:56 CST 2025","","","",""
